species,collection_id,specimen_id,sex,hum_tl,hum_pw,hum_dw,uln_tl,uln_pw,uln_dw,cmc_tl,cmc_pw,cmc_dw,fem_tl,fem_pw,fem_dw,tbt_tl,tbt_pw,tbt_dw,tmt_tl,tmt_pw,tmt_dw,ubeak_cl,ubeak_ns,ubeak_wd,ubeak_dp,measurer_id
Larus_ridibundus,NHMUK,NHM-S/1998.48.38,f,75.99,13.48,9.33,86.14,8.55,6.2,45.08,9.21,6.67,33.59,6.9,6.78,71.37,5.13,5.93,42.86,7,6.05,43.96,16.39,4.2,4.04,FS
Larus_ridibundus,NHMUK,NHM-S/1984.53.1,f,77.58,14.67,11.64,85.93,8.55,6.57,46.17,9.71,7.08,35.9,7.64,7.37,74.67,5.71,5.76,45.85,6.89,6.41,41.86,15.12,4.25,4.21,FS
Larus_ridibundus,NHMUK,NHM-S/1980.4.1,m,81.91,14.54,11.2,92.43,9.34,6.82,48.44,9.88,7.19,37.18,7.77,7.28,74.97,5.41,5.85,48.9,6.9,6.76,46.92,16.92,4.4,4.71,FS
Loxioides_bailleui,NHMUK,NHM-S/1961.11.43,f,20.26,6.44,5.32,23.35,3.49,2.88,13.84,3.71,3.51,21.8,3.89,3.85,35.24,3.77,3.22,23.8,3.63,2.59,12.2,5.98,5.96,3.91,FS
Megapodius_nicobariensis,NHMUK,NHM-1862.2.10.2,u,71.37,16.47,13.95,86.49,9.67,8.79,40.88,11.58,8.31,60.29,14.39,13.82,103.59,11.75,11.46,69.68,12.49,13.85,26.88,9.93,6.28,4.45,FS
Myadestes_townsendi,NHMUK,NHM-S/1986.60.43,f,22.1,7.07,5.88,30.21,3.83,3.34,17.13,4.38,3.49,18.45,3.31,3.38,31.45,2.82,2.55,19.97,2.88,2.7,17.32,7.55,4.13,2.02,FS
Nannopterum_harrisi,NHMUK,NHM-1902.1.9.12,u,92.26,17.74,11.63,76.19,8.37,7.33,39.39,10,7.3,65.09,20.87,23.05,132.8,17.31,16.37,67.48,17.42,18.72,84.94,73.97,14.17,11.3,FS
Nannopterum_harrisi,NHMUK,NHM-S/1972.1.38,f,98.32,18.88,12.42,79.85,8.77,7.7,41.64,10.48,7.62,69.96,23.3,24.96,143.2,17.62,18.27,73.96,18.94,20.32,98.05,85.75,18.15,14.79,FS
Nesoenas_mayeri,NHMUK,NHM-S/1981.43.1,f,45.72,13.08,10.52,51.88,6.5,6.71,31.35,8.56,6.65,40.02,8.47,7.6,57.73,6.62,6.3,33.11,7.73,7.48,26.92,7.7,3.74,2.48,FS
Nestor_meridionalis,NHMUK,S/1952.2.41,u,64.95,17.6,13.39,72.32,10.07,8.48,47.48,10.94,8.13,53.93,11.7,12.46,87.02,9.9,10.07,36.87,10.68,13.5,51.17,38.98,12.07,18.86,FS
Ninox_novaeseelandiae,NHMUK,NHM-1869.10.19.17,u,67.83,13.93,11.87,76,8.04,6.84,35.87,8.78,7.58,47.35,9.63,9.67,75.24,7.51,8.57,41.37,8.95,9.76,24.56,11.41,5.57,6.72,FS
Ninox_novaeseelandiae,NHMUK,NHM-S/1966.51.67,f,68.76,13.85,12.18,79.69,8.71,7.26,38.03,8.62,7.83,78.12,7.92,8.61,47.06,9.81,9.78,42.63,9.13,10.16,26.95,13.23,6.24,8.11,FS
Nyctanassa_violacea,NHMUK,NHM-1870.6.22.8,u,92.45,16.41,14,104.73,9.48,8.67,50.24,10.97,7.94,62.59,11.08,11.09,113.12,8.98,9.41,79.53,10.29,9.07,71.85,51.86,16.25,10.63,FS
Nyctanassa_violacea,NHMUK,NHM-1867.12.3.12,u,98.34,17.86,14.8,111.83,10.78,8.77,54.12,12.1,8.13,68.2,11.67,12.14,120.95,9.28,9.85,81.49,10.97,10.84,75,54.62,17.89,11.92,FS
Nycticorax_nycticorax,NHMUK,NHM-S/1988.67.1,f,106.55,16.74,14.38,119.9,10.12,8.43,57.85,10.16,7.61,67.67,10.76,10.65,117.75,9.09,9.22,74.76,10.17,9.92,78.36,55.75,12.1,9.39,FS
Nycticorax_nycticorax,NHMUK,NHM-1924.5.31.237,u,106.56,16.7,14.14,118.51,9.28,8.17,60.34,12.15,8.03,70.61,12.16,11.11,115.18,9.37,9.34,78.26,10.4,10.71,70.97,48.78,11.96,8.88,FS
Otus_scops,NHMUK,NHM-S/1968.6.4,f,46.91,9.08,7.97,53.64,5.07,4.55,24.32,5.65,4.81,31.89,5.94,5.65,47.66,4.74,5.25,26.99,5.9,5.47,16.15,6.34,3.63,4.49,FS
Otus_scops,NHMUK,NHM-S/1968.6.3,m,45.53,8.74,7.46,53.13,4.73,4.78,24.75,5.32,4.89,30.96,5.66,5.38,47.94,5.88,5.32,25.9,5.48,5.65,17.06,6.85,3.74,4.84,FS
Oxyura_jamaicensis,NHMUK,NHM-S/2004.6.1,f,67.74,14.15,8.67,57.82,5.81,5.98,32.85,7.15,4.97,37.5,9.7,8.73,66.14,6.92,7.93,31.74,7.22,7.57,37.4,20.59,20.9,7.61,FS
Oxyura_jamaicensis,NHMUK,NHM-S/1985.70.4,m,67.36,14.83,9.18,59.73,5.96,6.18,32.97,7.96,5.27,37.29,9.63,9.2,64.98,6.98,8,34.74,8.73,7.07,37.06,19.5,19.41,7.94,FS
Oxyura_jamaicensis,NHMUK,NHM-S/1985.70.3,m,66.66,14.61,8.61,58.58,6.11,6.35,33.27,7.84,5.39,37.03,9.84,9.03,65.77,7.41,8.03,32.85,8.44,7.68,39.05,21.26,19.3,8.77,FS
Oxyura_jamaicensis,NHMUK,NHM-S/2004.18.1,f,71.55,14.61,9.15,63.08,5.98,6.51,35.84,7.83,5.76,40.42,9.62,8.83,69.76,7.08,8.16,34.14,8.55,8.12,38.65,20.94,18.13,8.92,FS
Porphyrio_hochstetteri,NHMUK,NHM-S/1961.17.1,u,82.95,18.04,13.87,71.94,9.95,9.67,44.96,10.81,6.52,101.36,21.32,22.18,150,18.14,16.52,94.37,18.54,19.69,63.64,34.68,11.85,21.23,FS
Pseudobulweria_aterrima,NHMUK,NHM-S/2004.1.2,u,90.04,13.82,9.4,89.36,7.12,6.23,43.33,9.23,7.16,30.63,7.66,6.12,63.17,6.1,5.05,41.3,6.56,6.16,34.54,19.96,7.58,6.52,FS
Himalayapsitta_cyanocephala,NHMUK,NHM-S/1975.103.55,f,27.99,6.89,5.48,33.58,4.06,3.85,23.23,5.86,3.76,24.87,4.66,4.21,35.55,3.67,3.94,13.44,4.46,6.03,17.57,11.73,7.63,8.23,FS
Himalayapsitta_cyanocephala,NHMUK,NHM-S/1975.103.48,m,29.85,7.6,5.83,35.79,4.44,4.37,24.7,5.86,4.21,27.16,4.96,4.79,38.82,4,4.21,14.06,4.88,6.6,19.25,13.67,8.63,9.24,FS
Alexandrinus_krameri,NHMUK,NHM-S/1993.15.1,m,36.94,8.74,7.05,43.94,5.54,5.29,30.19,8.54,4.82,31.68,6.08,5.76,44.76,4.85,5.1,17.31,5.72,7.85,23.85,18.73,12.34,11.34,FS
Alexandrinus_krameri,NHMUK,NHM-S/1995.103.70,f,37.51,9.42,7.23,45.11,5.61,5.14,29.55,7.09,5.22,31.81,5.88,5.59,44.97,5.05,5.23,17.28,5.91,8.08,23.66,18.42,11.79,11.08,FS
Pterodroma_arminjoniana,NHMUK,NHM-S/1975.82.1,u,97.1,17.58,11.76,103.21,7.76,6.27,48.47,10.9,8.57,32.89,7,6.1,63.82,4.93,7.78,37.61,6.74,7.79,36.42,20.4,7.97,5.26,FS
Pterodroma_inexpectata,NHMUK,NHM-S/1974.8.4,u,79.36,15.72,10.78,80.02,8.1,6.51,41.05,10.09,7.18,32.15,7.05,5.52,64.27,6.27,5.17,35.85,6.18,5.81,36.92,21.31,6.98,6.5,FS
Pterodroma_inexpectata,NHMUK,NHM-S/1974.8.3,u,80.05,14.43,10.6,80.72,8.16,6.47,40.84,10.43,9.11,32.68,6.63,5.65,35.38,6.1,5.91,62.38,4.49,5.28,35.15,19.21,7.38,6.54,FS
Puffinus_assimilis,NHMUK,NHM-S/1953.15.1,f,57.07,9.83,7.17,52.16,5.03,4.87,30.68,7.36,5.04,22.06,5.28,5.33,60.51,4.31,4.75,35.67,4.97,4.52,28.49,15.17,3.55,2.44,FS
Puffinus_assimilis,NHMUK,NHM-1895.7.1.180,f,59.05,11.23,8.26,52.68,5.12,5.3,31.64,7.7,5.52,24.42,5.7,5.72,63.72,4.68,4.79,37.99,5.45,4.91,29.27,15.49,4.09,2.79,FS
Puffinus_persicus,NHMUK,NHM-S/1996.69.71,u,69.11,12.91,9.2,65.49,6.83,6.25,37.27,8.78,6.66,26.08,5.92,5.8,65.62,4.71,5.35,39.16,6.08,5.43,40.87,26.06,5.58,3.58,FS
Rhynochetos_jubatus,NHMUK,NHM-S/1958.3.1,f,65.15,15.37,13.4,66.59,8.74,7.81,35.05,10.65,7.76,68.82,15.34,15.67,131.44,13.07,12.34,106.79,13.69,13.92,73.81,34.36,9.24,7.17,FS
Scolopax_rusticola,NHMUK,NHM-S/1986.31.1,f,52.82,13.6,9.29,58.35,7.8,6.5,36.23,8.26,4.95,44.38,8.02,7.75,62.83,6.74,6.03,36.49,6.84,6.95,86.08,11.23,3.03,1.47,FS
Scolopax_rusticola,NHMUK,NHM-S/1987.34.1,m,52.33,13.74,9.94,58.92,8.45,7.05,36.52,8.85,5.41,42.98,8.31,8.16,62.82,6.46,6.47,35.91,7.63,7.27,83.35,11.9,3.19,1.61,FS
Sturnus_vulgaris,NHMUK,NHM-S/1982.29.1,m,28.11,9.05,6.44,33.5,4.42,3.93,20.76,4.79,5.03,26.04,4.92,4.61,45.82,4.26,3.97,30.03,4.45,3.41,34.36,22.38,6.9,3.87,FS
Telespiza_cantans,NHMUK,NHM-S/1961.11.38,m,19.5,6.7,5.02,23.37,3.45,2.58,13.96,4.04,3.58,20.99,3.78,4.07,35.92,3.44,3.37,25.33,3.67,2.92,15.98,9.64,6.9,4.77,FS
Threskiornis_aethiopicus,NHMUK,NHM-1860.11.4.8,u,121.27,28.43,21.01,142.18,13.52,12.27,68.36,15.32,11.35,73.35,NA,15.53,156,12.52,13.27,105.35,14.93,15.26,176,143.13,13.78,16.02,FS
Threskiornis_aethiopicus,NHMUK,NHM-S/1954.6.1,f,121.36,28.79,21.13,137.65,13.64,12.39,69.14,16.41,12.13,71.17,18.38,16.39,137.58,13.53,14.42,97.32,16.85,15.07,142.69,111.13,13.7,13.39,FS
Tyto_alba,NHMUK,NHM-S/1992.16.1,f,84.08,13.91,12.64,93.45,8.08,7.36,42.88,9.42,7.89,53.14,9.56,9.69,86.83,8.34,9.2,60.41,8.94,10.37,32.17,15.92,6.2,7.36,FS
Tyto_alba,NHMUK,NHM-S/1998.16.1,m,83.28,14.04,12.76,92.08,8.11,7.21,42.98,9.55,8.03,53.14,9.87,10.06,87.11,8.63,9.5,62.17,9.47,10.24,32.43,15.33,6.94,6.92,FS
Upupa_epops,NHMUK,NHM-S/1989.25.34,m,33.22,8.7,7.72,44.33,5.68,4.24,19.58,5.48,5.18,23.45,4.8,4.45,35.76,3.46,3.53,22.47,4.16,3.77,57.9,46.74,4.64,3.96,FS
Upupa_epops,NHMUK,NHM-S/1993.4.3,f,30.39,7.63,6.93,40.43,5.04,3.85,18.11,5.26,5.21,21.29,4.06,3.96,31.87,3.1,3.2,19.86,3.61,3.43,57.82,47.15,4.21,3.56,FS
Upupa_epops,NHMUK,NHM-S/1968.6.8,m,33.19,8.91,8.15,46.57,5.78,4.36,21.4,5.59,5.87,23.31,4.6,4.54,36.26,4.12,3.69,23.23,4.14,3.72,47.09,36.58,4.3,3.53,FS
Accipiter_nisus,ZMB,ZMB-1997/504,m,52.06,11.74,10.05,61.35,7.07,6.51,33.66,8.1,6.34,45.97,7.12,7.57,61.19,5.74,5.9,52.83,6.41,5.93,17.23,6.8,4.89,5.02,FS
Accipiter_nisus,ZMB,ZMB-1996/52,f,60.04,14.05,12.07,70.69,8.6,7.21,38.18,9.92,8.33,52.3,8.97,9.7,70.16,7.1,7.26,59.17,7.91,7.84,20.37,9.18,5.63,5.93,FS
Alauda_arvensis,ZMB,ZMB-2000/63279,m,26.03,7.84,5.7,32.23,4.53,3.32,18.22,4.77,4.31,21.77,3.72,3.99,35.26,3.34,3.19,25.43,3.62,3.24,13.78,6.78,4.08,2.43,FS
Alopochen_aegyptiaca,ZMB,ZMB-2000/3325,u,119.44,24.02,17.11,113.51,12.37,12.12,70.08,17.14,9.9,65.18,15.36,14.32,128.85,12.34,12.04,77.1,13.12,14.51,42.86,23.79,17.17,9.44,FS
Amazona_collaria,ZMB,ZMB-2011/116,f,46.73,11.41,9.65,55.22,7.34,5.98,32.73,8.46,5.88,34.97,7.54,7.71,55.97,6.94,7.41,19.73,8.16,10.11,28.75,20.5,10.44,14.68,FS
Ara_chloropterus,ZMB,ZMB-2008/157,f,87.59,23.13,18.67,109.67,13.28,12.54,66.45,15.77,11.99,68.65,15.52,15.51,94.4,13.16,13.09,34.85,14.24,17.03,71.95,59.96,21.6,34.02,FS
Ara_militaris,ZMB,ZMB-2006/127,u,78.18,20.71,16.76,97.74,11.7,10.55,59.23,15.16,11.25,57.39,13.56,13.62,78.23,10.9,10.56,30.53,12.59,14.52,60.66,46.44,20.62,32.13,FS
Ara_militaris,ZMB,ZMB-1997/547,u,86,26.62,17.07,109.61,12.56,11.34,65.43,16.38,11.41,64.1,13.7,13.71,NA,NA,11.25,32.92,12.82,16.41,72.32,56.94,19.93,35.94,FS
Branta_sandvicensis,ZMB,ZMB-2015/179,u,137.4,27.54,19.08,125.61,13.38,12.88,71.12,17.62,10.39,74.61,16.52,18.02,140.34,15.25,15.26,84.07,16.57,17.57,43.74,17.7,15.97,6.8,FS
Bubo_bubo,ZMB,ZMB-2010/111,m,156,27.1,25.83,209.82,16.69,15.6,81.99,18.12,15.63,97.43,20.77,20.24,141.96,16.27,19.33,75.83,17.81,19.96,49.4,20.75,10.13,11.86,FS
Buteogallus_schistaceus,ZMB,ZMB-2000/4656,m,83.37,17.46,14.9,97.54,10.4,8.8,43.77,11.89,8.52,62,12.47,13.8,95.55,9.87,10.82,75.06,11.2,11.69,32.17,16.12,10.52,11.59,FS
Caloenas_nicobarica,ZMB,ZMB-2000/11433,m,57.98,17.02,13.47,71.76,8.91,8.79,40.56,11.93,8.11,50.1,10.88,9.27,73.15,7.89,8.37,44.36,9.55,9.46,30.21,8.34,3.37,3.42,FS
Columba_oenas,ZMB,ZMB-2005/178,f,46.58,13.42,10.59,53.45,7.93,7.26,33.67,10,6.83,40.63,8.23,7.34,54.5,5.9,6,30.37,6.67,7.16,22.57,5.72,2.72,2.07,FS
Corvus_frugilegus,ZMB,ZMB-2000/3571,f,61.32,16.67,14.04,75.48,9.19,7.38,45.78,10.16,11.35,47.6,9.54,9.14,79.92,7.89,7.68,54.08,8.64,6.78,45.95,25.31,12.64,8.05,FS
Corvus_frugilegus,ZMB,ZMB-2000/43396,f,65.88,17.3,14.74,79.31,9.64,7.5,48.54,10.02,12.64,49.44,9.57,9.5,85.96,8.05,7.69,55.02,8.79,6.56,46.76,25.7,11.77,8.16,FS
Corvus_frugilegus,ZMB,ZMB-1985/66,m,66.35,17.65,14.38,81.25,10.2,7.98,50.66,10.35,12.77,49.92,9.51,10.08,86.78,8.68,8.88,56.81,9.77,6.68,48.85,28.68,12.02,8.16,FS
Grus_grus,ZMB,ZMB-2000/2585,f,231,43.12,33.4,265,23.17,19.83,119.2,23.72,15.29,127.17,27.26,26.79,285,20.64,20.12,253,23.22,21.45,109.86,37.17,9.61,7.4,FS
Grus_grus,ZMB,ZMB-2000/2586,m,235,41.8,31.98,265,22.12,19.48,113.93,22.55,16.72,127.17,27.12,24.85,300,19.64,21.29,260,24.31,22.57,102.35,33.71,9.58,7.72,FS
Grus_japonensis,ZMB,ZMB-2010-161,m,260,50.31,37.58,302,27.61,23.04,126.36,27.66,17.58,150.06,34.02,32.49,353,26.11,26.41,284,29.24,26.44,169.17,60.42,9.72,8.8,FS
Hieraaetus_pennatus,ZMB,ZMB-2000/4658,u,110.78,23.1,19.25,136.42,13.54,11.72,62.88,15.65,11.29,74.66,15.92,16.27,103.26,12.15,12.09,62.15,12.37,14.28,33.13,16.38,10.16,10.51,FS
Hieraaetus_pennatus,ZMB,ZMB-2009/189,m,114.13,23.49,19.64,142.38,14.23,11.78,66.02,16,11.61,76.61,16.25,16.78,105.19,11.42,12.8,64.02,13.15,14.25,36.89,20.58,10.6,11.95,FS
Hypsipetes_leucocephalus,ZMB,ZMB-2007/136,u,21.63,8.32,7.74,25.88,5.04,3.92,15.5,5.35,5.43,18.96,4.42,4.2,24.83,3.7,3.29,14.66,3.58,2.83,24.68,14.01,4.27,2.85,FS
Malacorhynchus_membranaceus,ZMB,ZMB-2016/65,u,65.06,13.83,9.56,57.65,6.38,6.14,38.29,8.62,5.36,34.69,8.01,8.44,64.61,6.56,6.85,34.43,7.34,6.6,NA,37.47,18.09,6.08,FS
Nesoenas_picturatus,ZMB,ZMB-2000/12412,m,34.55,11.38,10,45.78,6.53,6.83,27.18,8.31,6.34,35.57,7.09,6.94,51.45,5.74,5.66,29.78,5.96,6.47,20.8,5.17,2.5,1.65,FS
Nesoenas_picturatus,ZMB,ZMB-2010-148,f,36.46,11.09,9.06,42.16,5.7,5.63,24.78,7.71,5.59,31.56,6.77,5.83,45.51,4.93,5.18,25.61,5.74,5.91,21.97,6.37,2.78,2,FS
Ninox_boobook,ZMB,ZMB-2008/77,m,NA,12.83,NA,79.95,7.99,7.48,37.5,9.12,7.97,47.16,9.22,9.53,78.72,7.97,8.03,42.52,8.34,9.5,24.96,11.7,5.49,7.44,FS
Nycticorax_caledonicus,ZMB,ZMB-2017/79,u,111.9,18.25,15.51,124.82,11.2,9.38,59.72,11.73,8.75,70.86,12.74,12.11,122.05,10.64,11.12,80.98,12.1,11.54,71.6,49,15.07,10.02,FS
Nycticorax_nycticorax,ZMB,ZMB-2011/114,f,108.9,17.72,14.7,121.65,10.12,9.22,60.68,12.77,8.07,70.07,12.03,11.45,114.55,9.8,9.57,77.71,10.68,10.04,72.71,50.35,10.94,8.89,FS
Nycticorax_nycticorax,ZMB,ZMB-1997/551,m,114.39,19.34,15.89,126.86,10.68,8.95,61.44,12.45,8.43,73.34,12.82,11.83,124.08,10.23,9.93,79.24,11.33,10.57,81.45,55.71,13.44,9.61,FS
Phalcoboenus_chimango,ZMB,ZMB-2000/1609,u,71.39,15.26,12.07,80,8.61,8.03,42.76,10.82,8.24,49.4,9.83,8.98,76.47,7.3,8.02,63.19,8.97,9.28,24.96,11.9,8.11,7.02,FS
Phalcoboenus_chimango,ZMB,ZMB-2000/1608,u,63.65,13.91,11.46,69.18,8.34,7.13,38.42,9.62,8.89,45.71,8.98,9.16,69.69,6.55,7.62,58.41,8.4,8.24,25.98,15.27,7.38,7.4,FS
Scolopax_rusticola,ZMB,ZMB-1999/2379,f,54.49,12.93,10.21,60.6,8.8,6.43,38.49,9.34,5.15,44.08,8.84,8.16,64.04,7.09,6.32,38.34,7.05,6.8,84.9,11.05,3.15,1.77,FS
Scolopax_rusticola,ZMB,ZMB-1999/2380,m,55.67,12.68,10.16,68.83,8.67,6.74,39.44,9.02,5.21,43.66,8.33,8.04,65.02,6.84,6.67,38.07,7.23,7.13,82.35,11.8,3.41,1.82,FS
Sylvia_atricapilla,ZMB,ZMB-2000/55709,m,15.79,5.07,4.07,19.56,2.68,2.16,11.92,2.83,2.97,17.44,2.85,3,29.57,2.81,2.48,21.33,2.83,1.74,14.49,6.08,3.52,1.51,FS
Sylvia_cantillans,ZMB,ZMB-2001/2471,f,12.55,4.13,3.29,14.63,2.11,1.71,9.02,2.35,2.14,13.76,2.33,2.46,24.46,1.96,2,17.9,2.32,1.8,10.73,4.35,2.16,1.3,FS
Sylvia_communis,ZMB,ZMB-2000/55719,u,15.77,4.75,3.85,19.17,2.59,1.85,11.82,2.78,2.82,17.45,2.73,2.77,30.8,2.65,2.29,22.61,2.49,1.52,12.91,5.11,2.7,1.41,FS
Threskiornis_aethiopicus,ZMB,ZMB-1996/111,m,118.51,27.63,20.18,124.64,12.98,12.1,64.74,14.66,11.34,65.97,14.86,14.88,144.02,12.34,12.14,99.12,13.7,14.08,155.25,118.2,10.92,12.95,FS
Tribonyx_mortierii,ZMB,ZMB-2000/13719,f,63.64,13.07,9.71,47.71,7.28,7.5,36.26,9.16,5.37,80.54,15.92,16.6,129.91,13.76,12.13,82.63,12.36,13.04,32.94,10.22,6.98,4.39,FS
Tyto_alba,ZMB,ZMB-1999/2447,f,80.57,13.78,12.63,88.77,7.97,6.95,42.45,9.31,7.6,52.22,9.18,9.76,NA,8.4,NA,61.02,8.55,9.71,30.36,12.72,6.14,6.26,FS
Tyto_alba,ZMB,ZMB-2000/44603,m,82.45,13.42,12.42,92.49,8.72,7.24,42.41,9.13,7.88,51.66,9.38,9.63,87.72,8.17,9.01,63,9.01,10.16,30.31,12.44,6.41,6.09,FS
Zapornia_pusilla,ZMB,ZMB-2001/2486,u,28.03,5.48,3.85,23.44,2.58,2.89,NA,3.34,2.61,30.19,4.38,4.28,45.73,3.82,3.58,28.52,3.65,3.76,17.1,6.55,2.16,2.17,FS
Aechmophorus_occidentalis,CM,CM-S,u,116.09,20.96,11.63,105.18,8.3,8.06,50.73,9.35,6.01,44.29,14.42,14.8,137.48,18.39,13.88,72.41,12.46,8.26,60.83,39.09,5.88,3.62,CDM
Afrotis_afra,CM,CM-S,u,83.27,19,13.89,80.91,9.61,9.28,39.57,13.86,7.96,58.38,13.22,13.1,110.95,17.49,12.33,90.09,11.65,10.72,41.16,16.31,7.18,3.47,CDM
Amazona_leucocephala,CM,CM-S305,u,50.99,16.92,10.38,60.58,7.06,8.1,35.82,9.53,6.54,40.02,7.97,7.54,56.43,9.49,8.64,20.58,8.52,10.06,34.17,28.28,15.01,14.84,CDM
Anhinga_anhinga,CM,CM-S,u,122.82,17.49,15.87,109.56,10.83,12.48,62.38,13.02,10.17,55.3,13.01,12.42,85.81,15.74,12.37,39.78,11.25,15.19,72.75,68.04,9.46,6.68,CDM
Apaloderma_narina,CM,CM-S,u,29.92,9.12,6.98,33.61,4.34,4.43,17.64,4.2,4.81,21.8,4.44,4.75,30.07,3.92,4.1,15.62,3.74,2.64,19.21,12.62,9.48,6.37,CDM
Aptenodytes_forsteri,CM,CM-S,u,133.51,43.23,40.35,88.29,14.4,15.92,71.19,20.86,24.82,121.21,36,32.67,200.86,42.44,35.03,44.47,33.63,38.69,110.55,45.06,10.63,8.69,CDM
Aptenodytes_patagonicus,CM,CM-P154938,u,118.32,35.31,35.82,90.14,12.77,14.49,72.87,21.58,24.94,100.85,27.19,25.68,181.56,33.38,29.4,47.19,26.97,33.12,121.03,44.31,7.2,6.26,CDM
Apteryx_australis,CM,CM-S245,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.73,23.92,25.27,162.56,32.06,18.86,80.71,20.71,27.31,160.53,7.03,3.18,3.59,CDM
Argusianus_argus,CM,CM-S,u,92.92,27.58,22.99,95.24,16.21,16.42,51.24,16.69,13.86,98.66,19.69,17.8,149.29,20.08,17.59,100.55,14.28,14.6,41.68,16.53,7.43,6.6,CDM
Asio_otus,CM,CM-S,u,82.9,14.24,13.04,93.09,8.41,8.54,43.58,9.1,9.65,55.9,9.46,9.2,81.07,11.41,9.29,43.66,8.95,10.02,29.14,15.81,8.39,7.65,CDM
Baryphthengus_martii,CM,CM-S15391,u,NA,12.74,NA,NA,NA,NA,NA,NA,NA,33.76,6.26,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CDM
Bubo_virginianus,CM,CM-S,u,133.42,26.44,22.44,154.33,14.98,14.29,69.7,16.1,13.12,83.74,17.89,19.8,127.1,22.88,17.08,61.19,17.93,20.14,48.05,30.57,14.69,16.41,CDM
Bucorvus_leadbeateri,CM,CM-S2457,u,162.41,40.76,40.25,218.59,24.99,24.62,86.83,28.34,26.56,114.64,28.15,26.92,203.63,30.74,24.51,160.3,29.15,25.47,221.82,164.54,28.4,61.84,CDM
Buteogallus_anthracinus,CM,CM-S,u,106.95,20.48,18.32,124.93,14,11.92,57.24,15.61,11.33,73.49,14.6,15.82,109.76,17.58,13.44,86.61,13.14,13.65,35.1,19.85,10.36,9.74,CDM
Cacatua_galerita,CM,CM-S,u,68.42,18.21,13.44,85.91,9.09,10.01,44.2,11.34,8.76,49.94,10.49,10.29,71.53,12.26,10.68,23.3,9.86,13.23,40.24,34.25,15.33,20.19,CDM
Capito_aurovirens,CM,CM-S4774,u,22.9,8.06,6.3,28.54,3.98,4.22,12.08,4.61,3.65,20.08,4.56,4.11,35.98,4.47,4.94,22.22,4.17,4.82,21.91,15,7.62,6.48,CDM
Caracara_cheriway,CM,CM-S,u,110.81,22.27,18.38,114.65,12.74,13.07,60.95,15.53,13.69,73.64,15.29,16.51,113.59,19.34,16.35,94.09,14.5,15.28,48.98,33.3,14.39,16.52,CDM
Coccyzus_americanus,CM,CM-S,u,30.02,9.76,5.85,29.66,4.07,4.31,15.09,2.8,4.09,28.3,4.17,4.09,39.74,5.02,4.36,27.54,4.11,4.57,31.93,20.92,6.44,4.92,CDM
Cochlearius_cochlearius,CM,CM-S,u,94.4,18.15,14.32,109.06,9.75,9.11,50.96,10.7,7.16,65.53,11.01,11.08,114.71,13.36,11.48,76.04,9.41,11.55,77.64,63.96,39.86,17.5,CDM
Colius_striatus,CM,CM-S,u,23.05,7.61,5.21,20.86,3.05,3.4,13.45,3.42,2.92,22.3,4.69,4.06,35.18,5.96,3.43,23.35,3.8,3.77,14.6,6.33,4.65,3.84,CDM
Columba_livia,CM,CM-S,u,45.36,13.58,11.05,54.44,7.5,8.07,32.49,9.15,7.63,41.76,8.54,8.12,57.49,8.38,7.18,30.74,7.83,7.51,25.35,8.33,3.2,2.48,CDM
Coragyps_atratus,CM,CM-S,u,138.99,32.08,24.92,157.78,17.37,16.32,76.14,20.25,15.98,89.38,19.43,20.5,143.06,24.76,17.48,83.16,15.19,17.95,65.81,27.63,14.74,7.69,CDM
Cygnus_buccinator,CM,CM-S,u,293.94,55.72,38.06,285.75,25.3,29.01,147.54,30.57,19.72,116.39,28.84,28.63,221.33,32.78,28.17,119.44,26.13,24.12,100.23,51.68,30.56,17.52,CDM
Cygnus_melancoryphus,CM,CM-S,u,191.65,37.99,23.49,176.18,19.12,20.69,94.25,21.61,13.26,79.34,17.2,18.49,157.55,28.68,20.04,81.19,18.11,16.2,67.64,34.89,21.22,11.14,CDM
Dendrocygna_guttata,CM,CM-S15723,u,85.73,16.17,12.53,90.21,8.11,8.93,46.9,9.86,5.93,47.93,10.14,11.01,85.55,16.11,11.55,50.32,9.4,9.31,44.9,27.57,18.43,10.01,CDM
Dromaius_novaehollandiae,CM,CM-S,u,93.01,16.77,14.97,69.73,9.62,9.42,62.67,13.44,15.41,233.26,59.87,71.36,445,92.29,58.16,389.5,50.4,52.44,94.22,21.7,22.23,8.3,CDM
Egretta_caerulea,CM,CM-S,u,91.3,14.59,12.77,108.58,9.18,6.75,51.95,8.74,8.31,52.32,8.55,10.03,124.52,9.96,8.21,89.26,9.59,9.13,73.45,56.02,8.81,6.49,CDM
Eudromia_elegans,CM,CM-S,u,64.6,16.1,12.56,68.69,8.52,10.18,35.3,10.87,8.48,58.39,12.46,11.85,80.32,15.17,11.37,48.09,9.56,10.28,33.29,16.17,6.56,4.87,CDM
Eudyptes_chrysolophus,CM,CM-S11198,u,77.18,22.55,25.39,57.77,10.84,10.16,44.77,14.55,19.55,79.69,16.97,14.68,130.51,23.47,18.89,32.22,17.8,22.01,76.73,36.76,16.03,14.37,CDM
