species,hum_tl,hum_pw,hum_dw,uln_tl,uln_pw,uln_dw,cmc_tl,cmc_pw,cmc_dw,fem_tl,fem_pw,fem_dw,tbt_tl,tbt_pw,tbt_dw,tmt_tl,tmt_pw,tmt_dw,ubeak_cl,ubeak_ns,ubeak_wd,ubeak_dp,reference_id
Upupa_epops,34,10.7,8,45.7,NA,NA,21.1,NA,NA,23.7,4.7,4.6,35.8,4.1,3.6,NA,4.3,NA,NA,NA,NA,NA,Olson_1975a
Uria_aalge,88.69,NA,NA,NA,NA,NA,NA,NA,NA,49.32,NA,NA,88.17,NA,NA,38.99,NA,NA,NA,NA,NA,NA,Field_2013
Vanellus_armatus,53.76,NA,NA,NA,NA,NA,NA,NA,NA,31.68,NA,NA,82.17,NA,NA,72.01,NA,NA,NA,NA,NA,NA,Field_2013
Vanellus_chilensis,NA,NA,NA,NA,NA,NA,40.8,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Campbell_2002b
Vanellus_melanopterus,54.72,NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,73.88,NA,NA,55.48,NA,NA,NA,NA,NA,NA,Field_2013
Vanellus_resplendens,NA,NA,NA,NA,NA,NA,35.1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Campbell_2002b
Vanellus_vanellus,62.12,NA,NA,NA,NA,NA,NA,NA,NA,36.44,NA,NA,68.84,NA,NA,48.67,NA,NA,NA,NA,NA,NA,Field_2013
Vultur_gryphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,29.95,21.35,126.75,28.65,32.15,NA,NA,NA,NA,Agnolin_2017
Xanthocephalus_xanthocephalus,29.37,NA,NA,NA,NA,NA,NA,NA,NA,26.55,NA,NA,44.4,NA,NA,31.93,NA,NA,NA,NA,NA,NA,Field_2013
Xenicus_gilviventris,13.74,4.09,3.43,16.23,2.3,2.08,8.88,2.35,1.31,14.5,2.63,3.07,34.27,3.94,2.43,27.01,2.64,2.16,NA,NA,NA,NA,Millener_1988
Zapornia_atra,28.4,5.6,3.9,21.4,NA,NA,NA,NA,NA,33.9,5.2,NA,35.9,NA,NA,34.4,4.7,4.6,NA,NA,NA,NA,Steadman_1986
Zapornia_fusca,32.4,6.3,4.4,27.2,NA,NA,NA,NA,NA,34.9,5.3,NA,37.8,NA,NA,34.8,4.2,4.5,NA,NA,NA,NA,Steadman_1986
Zapornia_pusilla,27.42,NA,NA,NA,NA,NA,NA,NA,NA,28.95,NA,NA,43.84,NA,NA,27.99,NA,NA,NA,NA,NA,NA,Field_2013
Zapornia_pusilla,28,5.5,3.8,23,NA,NA,NA,NA,NA,29.8,4.3,NA,31.5,NA,NA,29.1,3.7,3.7,NA,NA,NA,NA,Steadman_1986
Zapornia_pusilla,28,5.5,3.8,23,NA,NA,16.4,NA,NA,30.1,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olson_1973
Zapornia_tabuensis,25.8,4.8,3.4,19.8,NA,NA,NA,NA,NA,27.7,3.9,NA,27.5,NA,NA,25.8,3.4,3.5,NA,NA,NA,NA,Steadman_1986
Zonotrichia_albicollis,18.27,NA,NA,NA,NA,NA,NA,NA,NA,18.83,NA,NA,31.71,NA,NA,22.93,NA,NA,NA,NA,NA,NA,Field_2013
Zonotrichia_atricapilla,20.08,NA,NA,NA,NA,NA,NA,NA,NA,21.43,NA,NA,34.89,NA,NA,24.7,NA,NA,NA,NA,NA,NA,Field_2013
Zonotrichia_capensis,17.4,NA,NA,NA,NA,NA,NA,NA,NA,18.45,NA,NA,30.96,NA,NA,22.97,NA,NA,NA,NA,NA,NA,Field_2013
Zonotrichia_querula,21.41,NA,NA,NA,NA,NA,NA,NA,NA,21.65,NA,NA,34.32,NA,NA,23.71,NA,NA,NA,NA,NA,NA,Field_2013
